Entry,Hydrolase,Receptor,Structural protein,Transcription factor,Transport protein
P54252,1,0,0,0,0
P06858,1,0,0,0,0
O14862,0,1,0,0,0
P36508,0,0,0,1,0
Q8WXS5,0,0,0,0,1
P0C7P3,1,0,0,0,0
Q9UJN7,0,0,0,1,0
Q8N693,0,0,0,1,0
Q86XP0,1,0,0,0,0
Q58FG1,1,0,0,0,0
Q96Q89,1,0,0,0,0
A6NJ46,0,0,0,1,0
Q8NGT7,0,1,0,0,0
Q8NH57,0,1,0,0,0
Q8NGY2,0,1,0,0,0
Q6ZNH5,0,0,0,1,0
Q14123,1,0,0,0,0
Q86YA3,1,0,0,0,0
Q9UKK9,1,0,0,0,0
Q05823,1,0,0,0,0
P49640,0,0,0,1,0
Q86T24,0,0,0,1,0
Q8N7M2,0,0,0,1,0
P50553,0,0,0,1,0
Q8TDV5,0,1,0,0,0
P46094,0,1,0,0,0
Q8NBR6,1,0,0,0,0
Q9BZJ8,0,1,0,0,0
Q9BUM1,1,0,0,0,0
O14638,1,0,0,0,0
Q9P2U8,0,0,0,0,1
Q8WYN0,1,0,0,0,0
Q15814,1,0,0,0,0
Q96JL9,0,0,0,1,0
A0A0X1KG70,0,1,0,0,0
Q8NGB6,0,1,0,0,0
Q8NGD0,0,1,0,0,0
Q5JZY3,0,1,0,0,0
Q86UP3,0,0,0,1,0
Q9HBT8,0,0,0,1,0
P0CG31,0,0,0,1,0
A0A2Z4LIS9,0,0,0,1,0
Q9UKS7,0,0,0,1,0
O60896,0,1,0,0,0
P58180,0,1,0,0,0
O76099,0,1,0,0,0
Q7Z6P3,1,0,0,0,0
Q14964,1,0,0,0,0
P08235,0,1,0,1,0
Q8NGR5,0,1,0,0,0
Q8IU60,1,0,0,0,0
P25101,1,1,0,0,0
Q99697,0,0,0,1,0
P25089,0,1,0,0,0
P25090,0,1,0,0,0
P21462,0,1,0,0,0
P13726,0,1,0,0,0
P17535,0,0,0,1,0
P32246,1,1,0,0,0
P02545,0,0,1,0,0
Q96C00,0,0,0,1,0
P17036,0,0,0,1,0
P05813,0,0,1,0,0
Q8IXE1,0,1,0,0,0
Q9P243,0,0,0,1,0
Q6XD76,0,0,0,1,0
Q9Y5X4,0,1,0,1,0
Q9H8K7,1,0,0,0,0
P40937,1,0,0,0,0
P10070,0,0,0,1,0
O95665,0,1,0,0,0
Q9NS28,1,0,0,0,0
Q8TCW9,0,1,0,0,0
Q9Y6H6,0,0,0,0,1
P31645,0,0,0,0,1
Q96R30,0,1,0,0,0
P22459,0,0,0,0,1
P23769,0,0,0,1,0
Q8N0Y2,0,0,0,1,0
Q13946,1,0,0,0,0
Q9UL68,0,0,0,1,0
Q96K58,0,0,0,1,0
P35250,1,0,0,0,0
Q8IZD6,0,0,0,0,1
Q99578,1,0,0,0,0
O43424,0,1,0,0,1
O75575,0,1,0,0,0
Q8NH80,0,1,0,0,0
Q1EHB4,0,0,0,0,1
Q70SY1,0,0,0,1,0
Q9UMX3,0,0,0,0,1
P14923,0,0,1,0,0
Q14995,0,1,0,1,0
Q96AV8,0,0,0,1,0
Q9Y5B0,1,0,0,0,0
Q9UC06,0,0,0,1,0
P30305,1,0,0,0,0
P10275,0,1,0,1,0
O75469,0,1,0,1,0
Q7Z418,0,0,0,0,1
Q96S55,1,0,0,0,0
Q99463,0,1,0,0,0
A0A2R8YED5,0,1,0,0,0
O60486,0,1,0,0,0
P23771,0,0,0,1,0
Q9Y2G1,1,0,0,1,0
P17097,0,0,0,1,0
Q15077,0,1,0,0,0
Q8NGS9,0,1,0,0,0
Q8NGS8,0,1,0,0,0
Q8NGT0,0,1,0,0,0
Q7Z2K6,1,0,0,0,0
Q9H461,0,1,0,0,0
P78552,0,1,0,0,0
O95222,0,1,0,0,0
Q96AQ7,0,0,0,0,1
Q01664,0,0,0,1,0
Q9BXN2,0,1,0,0,0
Q8N5J2,1,0,0,0,0
Q9UHD4,0,0,0,0,1
Q14774,0,0,0,1,0
P48201,0,0,0,0,1
Q06055,0,0,0,0,1
P00395,0,0,0,0,1
Q53H47,1,0,0,0,0
P41214,0,1,0,0,0
O60443,0,0,0,0,1
Q8NBJ9,0,0,0,0,1
Q9Y2D2,0,0,0,0,1
Q14520,1,0,0,0,0
Q499Z4,0,0,0,1,0
Q8TF62,1,0,0,0,1
Q02108,0,1,0,0,0
Q8NA58,1,0,0,0,0
O14494,1,0,0,0,0
A0A1W2PRP0,0,0,0,1,0
Q96CP6,0,0,0,0,1
P12004,1,0,0,0,0
Q5VTM2,1,0,0,0,0
A8MZ59,0,0,0,1,0
Q8NGC7,0,1,0,0,0
Q7Z443,0,0,0,0,1
P57789,0,0,0,0,1
P19404,0,0,0,0,1
Q9NVE5,1,0,0,0,0
P17041,0,0,0,1,0
Q9HAK2,0,0,0,1,0
Q9H4W6,0,0,0,1,0
Q9UH73,0,0,0,1,0
Q5SQQ9,0,0,0,1,0
Q86SM5,0,1,0,0,0
Q07820,0,0,0,0,1
Q5VVQ6,1,0,0,0,0
O95445,0,0,0,0,1
Q9UK39,1,0,0,0,0
Q6P179,1,0,0,0,0
P13611,0,0,1,0,0
Q9Y691,0,0,0,0,1
Q92817,0,0,1,0,0
O95619,0,0,1,0,0
Q9NQW8,0,0,0,0,1
Q96L46,1,0,0,0,0
P56159,0,1,0,0,0
P51841,0,1,0,0,0
Q75T13,1,0,0,0,0
P06727,0,0,0,0,1
Q9Y3Q7,1,0,0,0,0
Q9P0G3,1,0,0,0,0
P28838,1,0,0,0,0
Q8NGJ4,0,1,0,0,0
O75394,0,0,1,0,0
Q96IS3,0,0,0,1,0
Q9H2C8,0,1,0,0,0
Q9BQC6,0,0,1,0,0
Q8NGK9,0,1,0,0,0
P04632,1,0,0,0,0
Q8NGV6,0,1,0,0,0
Q9UJD0,0,0,1,0,0
P52948,1,0,1,0,0
O43665,1,0,0,0,0
P08151,0,0,0,1,0
O43248,0,0,0,1,0
Q9UBF9,0,1,1,0,0
Q8WUM0,0,0,1,0,0
Q5U5Z8,1,0,0,0,0
Q8NGS4,0,1,0,0,0
Q9BQW3,0,0,0,1,0
P20645,0,1,0,0,1
Q8NEV4,1,0,0,0,0
P24311,0,0,0,0,1
P30872,0,1,0,0,0
Q5FWF6,0,0,0,1,0
Q96AD5,1,0,0,0,0
Q92665,0,0,1,0,0
P52952,0,0,0,1,0
P56270,0,0,0,1,0
Q86YE8,0,0,0,1,0
P53539,0,0,0,1,0
Q6IQ32,0,0,0,1,0
A0A1B0GVH4,1,0,0,0,0
O95475,0,0,0,1,0
Q9H2P0,0,0,0,1,0
Q04743,0,0,0,1,0
Q6ZNG0,0,0,0,1,0
A8MYU2,0,0,0,0,1
O14924,1,0,0,0,0
P15407,0,0,0,1,0
Q5H913,1,0,0,0,0
Q8TC27,1,0,0,0,0
P08913,0,1,0,0,0
Q3YEC7,1,0,0,0,0
O15484,1,0,0,0,0
Q92890,1,0,0,0,0
P02452,0,0,1,0,0
Q8TDQ0,0,1,0,0,0
Q7L2E3,1,0,0,0,0
P22894,1,0,0,0,0
Q3SXY8,1,0,0,0,0
Q96TA2,1,0,0,0,0
P02671,0,0,1,0,0
Q9NYW2,0,1,0,0,0
Q8NGP8,0,1,0,0,0
P30411,1,1,0,0,0
P36542,0,0,0,0,1
P62081,0,0,1,0,0
Q00325,0,0,0,0,1
Q8TAX9,0,0,0,0,1
Q8NI37,1,0,0,0,0
Q9NZN4,1,0,0,0,0
Q7L1W4,0,0,0,0,1
Q9BZD6,1,0,0,0,0
Q9HB58,0,0,0,1,0
Q8NBM4,1,0,0,0,0
O75355,1,0,0,0,0
Q96EE3,0,0,1,0,0
Q9NZH0,0,1,0,0,0
Q86UG4,0,0,0,0,1
Q9H2A3,0,0,0,1,0
Q5T1V6,1,0,0,0,0
A6NNA5,0,0,0,1,0
Q8NH60,0,1,0,0,0
Q9NQ35,1,0,0,0,0
P11717,0,1,0,0,0
P27037,0,1,0,0,0
P20023,0,1,0,0,0
Q8WUJ3,1,0,0,0,0
Q13308,0,1,0,0,0
Q96F46,0,1,0,0,0
Q14934,0,0,0,1,0
P12821,1,0,0,0,0
Q96SA4,0,0,0,0,1
P35813,1,0,0,0,0
O75688,1,0,0,0,0
P11488,1,0,0,0,0
P08138,0,1,0,0,0
O95907,0,0,0,0,1
Q96PE1,0,1,0,0,0
P53634,1,0,0,0,0
Q8IZC6,0,0,1,0,0
P08588,0,1,0,0,0
P17568,0,0,0,0,1
Q9UM73,0,1,0,0,0
Q8NFA0,1,0,0,0,0
Q8NGB4,0,1,0,0,0
Q9Y5Z0,1,0,0,0,0
P18428,0,1,0,0,0
Q969P0,0,1,0,0,0
Q6ZMV8,0,0,0,1,0
Q9Y6R7,0,0,1,0,0
Q5T848,0,1,0,0,0
P24821,0,0,1,0,0
Q9BSY9,1,0,0,0,0
P22607,0,1,0,0,0
Q5QJU3,1,0,0,0,0
Q9H313,0,0,0,0,1
P15289,1,0,0,0,0
Q9HC84,0,0,1,0,0
Q8N5S1,0,0,0,0,1
Q6NVV3,0,0,0,0,1
Q7RTY9,1,0,0,0,0
Q9Y6M0,1,0,0,0,0
Q13454,0,0,0,0,1
Q8IZJ1,0,1,0,0,0
P36639,1,0,0,0,0
P17927,0,1,0,0,0
Q15782,1,0,0,0,0
Q13530,0,0,0,0,1
O75581,0,1,0,0,1
Q9NZI2,0,0,0,0,1
O00754,1,0,0,0,0
P61313,0,0,1,0,0
O15355,1,0,0,0,0
O60658,1,0,0,0,0
O95263,1,0,0,0,0
O75690,0,0,1,0,0
Q8WWI5,0,0,0,0,1
Q8N468,0,0,0,0,1
P16671,0,1,0,0,1
P06239,1,0,0,0,0
P30825,0,0,0,0,1
P38405,1,0,0,0,0
P63092,1,0,0,0,0
P19086,1,0,0,0,0
Q8WTV0,0,1,0,0,0
O14829,1,0,0,0,0
P08754,1,0,0,0,0
P63096,1,0,0,0,0
P09471,1,0,0,0,0
P04899,1,0,0,0,0
P29376,0,1,0,0,0
Q9Y6M5,0,0,0,0,1
P21817,0,0,0,0,1
P17544,0,0,0,1,0
Q7RTZ2,1,0,0,0,0
A6NCW7,1,0,0,0,0
A6NCW0,1,0,0,0,0
Q86UD5,0,0,0,0,1
Q9NQI0,1,0,0,0,0
Q8TDV2,0,1,0,0,0
P35658,0,0,1,0,0
Q8IWA5,0,0,0,0,1
Q9UIW0,0,0,0,1,0
P12235,0,0,0,0,1
O60602,0,1,0,0,0
P59817,0,0,0,1,0
P13637,1,0,0,0,1
P61970,0,0,1,0,0
Q1XH10,0,0,0,1,0
Q9H222,1,0,0,0,1
P20020,1,0,0,0,1
Q16720,1,0,0,0,1
P61371,0,0,0,1,0
Q8N1G0,0,0,0,1,0
Q92610,0,0,0,1,0
Q01814,1,0,0,0,1
O95047,0,1,0,0,0
Q96R45,0,1,0,0,0
Q6N043,0,0,0,1,0
Q75V66,0,0,0,0,1
Q9Y4E5,0,0,0,1,0
Q99677,0,1,0,0,0
P16435,1,0,0,0,0
Q9NQT8,1,0,0,0,0
Q9Y2K6,1,0,0,0,0
P82251,0,0,0,0,1
Q92620,1,0,0,0,0
Q6ZSA7,0,0,0,0,1
Q08211,1,0,0,0,0
Q8NG97,0,1,0,0,0
P35212,0,0,0,0,1
P57773,0,0,0,0,1
Q969M2,0,0,0,0,1
Q8NGJ5,0,1,0,0,0
P17302,0,0,0,0,1
P36382,0,0,0,0,1
P48165,0,0,0,0,1
Q9Y6H8,0,0,0,0,1
Q2T9K0,0,0,0,0,1
Q9HC29,0,1,0,0,0
Q9NYA4,1,0,0,0,0
P31275,0,0,0,1,0
P58872,1,0,0,0,0
Q14872,0,0,0,1,0
P51160,1,0,0,0,0
Q9H5V7,0,0,0,1,0
Q9Y2E8,0,0,0,0,1
Q93050,0,0,0,0,1
Q95460,0,1,0,0,0
Q9BWM7,0,0,0,0,1
P16520,1,0,0,0,0
P57727,1,0,0,0,0
Q8NGT9,0,1,0,0,0
P18850,0,0,0,1,0
Q6ZVN8,0,1,0,0,0
Q15562,0,0,0,1,0
Q5H9E4,0,0,0,0,1
Q8N8L2,0,0,0,1,0
Q96I27,0,0,0,1,0
Q96PP9,1,0,0,0,0
O95744,1,0,0,0,0
P46721,0,0,0,0,1
P37231,0,1,0,1,0
Q96T60,1,0,0,0,0
P16499,1,0,0,0,0
Q8N144,0,0,0,0,1
Q9UKL4,0,0,0,0,1
Q9NR96,0,1,0,0,0
Q8N4F4,0,0,0,0,1
Q9Y694,0,0,0,0,1
Q58FG0,1,0,0,0,0
Q86VH4,0,1,0,0,0
Q7Z6Z6,1,0,0,0,0
Q9BZC7,1,0,0,0,1
Q9NV72,0,0,0,1,0
Q14683,1,0,0,0,0
Q8NGG7,0,1,0,0,0
Q9BY21,0,1,0,0,0
Q86VH5,0,1,0,0,0
P46777,0,0,1,0,0
P78363,1,0,0,0,1
Q01638,1,1,0,0,0
Q8NHA6,0,1,0,0,0
Q14957,0,1,0,0,1
O15427,0,0,0,0,1
Q13286,0,0,0,0,1
Q9UF33,0,1,0,0,0
O15554,0,0,0,0,1
P40616,1,0,0,0,0
Q9NQA5,0,0,0,0,1
Q96F15,1,0,0,0,0
P34998,0,1,0,0,0
Q7Z478,1,0,0,0,0
Q53GD3,0,0,0,0,1
O00746,0,0,0,0,1
Q9Y2U2,0,0,0,0,1
P25874,0,0,0,0,1
A4D2G3,0,1,0,0,0
Q13797,0,1,0,0,0
Q92874,1,0,0,0,0
Q9NUJ7,1,0,0,0,0
Q8WWP7,1,0,0,0,0
P48960,0,1,0,0,0
Q9UHX3,0,1,0,0,0
Q9HBA9,1,0,0,0,0
Q92737,1,0,0,0,0
Q9NYV8,0,1,0,0,0
Q86UQ4,1,0,0,0,1
Q4VNC1,1,0,0,0,1
Q16827,1,1,0,0,0
P13688,0,0,0,0,1
Q86WI1,0,1,0,0,0
Q14439,0,1,0,0,0
Q03405,0,1,0,0,0
Q8NGZ0,0,1,0,0,0
P62273,0,0,1,0,0
Q9HB07,1,0,0,0,0
P35573,1,0,0,0,0
O95528,0,0,0,0,1
P33681,0,1,0,0,0
O95258,0,0,0,0,1
Q9H114,1,0,0,0,0
Q8N474,1,0,0,0,0
Q9H9S3,0,0,0,0,1
P55039,1,0,0,0,0
Q9Y689,1,0,0,0,0
P31994,0,1,0,0,0
P31995,0,1,0,0,0
P0C646,0,1,0,0,0
P39748,1,0,0,0,0
Q9UQ84,1,0,0,0,0
Q2TB18,1,0,0,0,0
Q9UN88,0,1,0,0,1
P62241,0,0,1,0,0
Q9UGM3,0,1,0,0,0
Q9UL17,0,0,0,1,0
Q8NEB5,1,0,0,0,0
P20648,1,0,0,0,1
Q9GZR2,1,0,0,0,0
P62266,0,0,1,0,0
A6NFC9,0,1,0,0,0
Q5VTE0,1,0,0,0,0
P68104,1,0,0,0,0
Q05639,1,0,0,0,0
Q8NGL2,0,1,0,0,0
Q8NGL0,0,1,0,0,0
P61353,0,0,1,0,0
Q9NYS0,1,0,0,0,0
P05023,1,0,0,0,1
Q96PR1,0,0,0,0,1
P07316,0,0,1,0,0
P07315,0,0,1,0,0
P11844,0,0,1,0,0
P07320,0,0,1,0,0
O60841,1,0,0,0,0
Q9Y5T5,1,0,0,0,0
O60721,0,0,0,0,1
Q8IY37,1,0,0,0,0
Q15166,1,0,0,0,0
Q8TE59,1,0,0,0,0
P43005,0,0,0,0,1
Q8NGR9,0,1,0,0,0
Q5GJ75,0,0,0,0,1
P19447,1,0,0,0,0
Q9NYR9,1,0,0,0,0
Q495T6,1,0,0,0,0
P08473,1,0,0,0,0
P62166,0,0,0,0,1
Q13206,1,0,0,0,0
Q8NGC3,0,1,0,0,0
Q8WY21,0,1,0,0,0
P62330,1,0,0,0,0
Q9BXS9,0,0,0,0,1
Q9UNX9,0,0,0,0,1
P07996,0,0,1,0,0
Q9UL36,0,0,0,1,0
Q05923,1,0,0,0,0
Q2M1P5,1,0,0,0,0
P07919,0,0,0,0,1
Q8WXI8,0,1,0,0,0
Q9Y698,0,0,0,0,1
Q9H344,0,1,0,0,0
Q14CN2,1,0,0,0,1
Q8N131,0,1,0,0,0
Q14162,0,1,0,0,0
Q6UWY2,1,0,0,0,0
Q8NGZ4,0,1,0,0,0
O95236,0,0,0,0,1
Q01113,0,1,0,0,0
O43897,1,0,0,0,0
Q8NCC3,1,0,0,0,0
Q96KC2,1,0,0,0,0
Q6P093,1,0,0,0,0
O43525,0,0,0,0,1
Q8IW36,0,0,0,1,0
Q7RTY7,1,0,0,0,0
Q9H0F7,1,0,0,0,0
Q9GZR5,0,1,0,0,0
P60201,0,0,1,0,0
Q92959,0,0,0,0,1
Q9UKG4,0,0,0,0,1
P07942,0,0,1,0,0
P36405,1,0,0,0,0
Q8TD23,0,0,0,1,0
P36404,1,0,0,0,0
Q9H340,0,1,0,0,0
Q14114,0,1,0,0,0
Q6UX52,0,1,0,0,0
Q9Y543,0,0,0,1,0
O14773,1,0,0,0,0
Q6NW40,0,1,0,0,0
Q6P1J6,1,0,0,0,0
Q9GZZ6,0,1,0,0,1
Q9UKR0,1,0,0,0,0
Q96KN8,1,0,0,0,0
Q5MY95,1,0,0,0,0
Q8TBE9,1,0,0,0,0
P19438,0,1,0,0,0
Q8IZF7,0,1,0,0,0
P18085,1,0,0,0,0
Q86YW5,0,1,0,0,0
Q8NH06,0,1,0,0,0
P84085,1,0,0,0,0
Q13733,1,0,0,0,1
Q9UBN6,0,1,0,0,0
Q9UPW0,0,0,0,1,0
Q6IF00,0,1,0,0,0
Q8NGX2,0,1,0,0,0
O15060,0,0,0,1,0
P46059,0,0,0,0,1
Q8NH93,0,1,0,0,0
Q8NGZ5,0,1,0,0,0
O75844,1,0,0,0,0
O95661,1,0,0,0,0
P43116,0,1,0,0,0
Q16570,0,1,0,0,0
Q9P296,0,1,0,0,0
Q9Y6V0,0,0,1,0,0
P63098,1,0,0,0,0
Q6PIV2,0,0,0,1,0
Q9UPA5,0,0,1,0,0
Q9H2C2,0,0,0,0,1
P40617,1,0,0,0,0
Q9NRW4,1,0,0,0,0
P57735,1,0,0,0,0
Q86VD7,1,0,0,0,1
P02686,0,0,1,0,0
P49703,1,0,0,0,0
P46093,0,1,0,0,0
P84077,1,0,0,0,0
I3L3L1,1,0,0,0,0
Q8IVW1,1,0,0,0,0
P61204,1,0,0,0,0
A6NIR3,1,0,0,0,0
Q5VUJ5,1,0,0,0,0
Q96P64,1,0,0,0,0
Q5VW22,1,0,0,0,0
P56559,1,0,0,0,0
Q15743,0,1,0,0,0
Q5TC84,0,1,0,0,0
Q9NZP6,0,0,1,0,0
Q9UQ16,1,0,0,0,0
Q05193,1,0,0,0,0
P50570,1,0,0,0,0
P25940,0,0,1,0,0
P21917,0,1,0,0,0
Q07011,0,1,0,0,0
Q969M1,0,0,0,0,1
O96008,0,0,0,0,1
Q8NGM8,0,1,0,0,0
Q8NGC5,0,1,0,0,0
Q4G0W2,1,0,0,0,0
Q7RTY5,1,0,0,0,0
Q9BQ83,1,0,0,0,0
Q12866,0,1,0,0,0
O75593,0,0,0,1,0
Q08345,0,1,0,0,0
A6NDR6,0,0,0,1,0
P17301,0,1,0,0,0
A8K7I4,1,0,0,0,1
Q9UM47,0,1,0,0,0
Q96P69,0,1,0,0,0
Q86Y22,0,0,1,0,0
Q6NUT3,0,0,0,0,1
P26006,0,1,0,0,0
Q9UBG0,0,1,0,0,0
P07333,0,1,0,0,0
P49146,0,1,0,0,0
Q03938,0,0,0,1,0
Q8N1C3,0,1,0,0,1
P06681,1,0,0,0,0
O15496,1,0,0,0,0
Q5JVG8,0,0,0,1,0
Q6ZN08,0,0,0,1,0
O75346,0,0,0,1,0
O75373,0,0,0,1,0
Q68DY1,0,0,0,1,0
P35789,0,0,0,1,0
Q9H1D0,0,0,0,0,1
A8MTY0,0,0,0,1,0
Q03923,0,0,0,1,0
Q03936,0,0,0,1,0
Q86V71,0,0,0,1,0
P0DPD5,0,0,0,1,0
Q9Y2Q1,0,0,0,1,0
P04180,1,0,0,0,0
Q15768,0,1,0,0,0
A8K8V0,0,0,0,1,0
Q9Y6Q1,1,0,0,0,0
Q92932,1,1,0,0,0
Q8IWU5,1,0,0,0,0
Q6Q4G3,1,0,0,0,0
Q9Y3M9,0,0,0,1,0
Q8TCT8,1,0,0,0,0
Q8TE23,0,1,0,0,0
P15848,1,0,0,0,0
O94956,0,0,0,0,1
P02462,0,0,1,0,0
Q8NGA0,0,1,0,0,0
P25116,0,1,0,0,0
P49450,0,0,1,0,0
Q15822,0,1,0,0,1
Q13585,0,1,0,0,0
P21453,0,1,0,0,0
P32314,0,0,0,1,0
O00409,0,0,0,1,0
Q9NY26,0,0,0,0,1
O00408,1,0,0,0,0
Q93086,0,1,0,0,1
P16452,0,0,1,0,0
P0CG00,0,0,0,1,0
Q9HBW0,0,1,0,0,0
Q13702,0,0,1,0,0
P48547,0,0,0,0,1
Q8NH50,0,1,0,0,0
Q9Y2E5,1,0,0,0,0
A6NH57,1,0,0,0,0
Q8N2I2,0,0,0,1,0
P07550,0,1,0,0,0
Q6NVY1,1,0,0,0,0
P62191,1,0,0,0,0
P62683,0,0,1,0,0
P62685,0,0,1,0,0
P63126,0,0,1,0,0
P63128,1,0,1,0,0
Q7LDI9,0,0,1,0,0
P62684,0,0,1,0,0
P63145,0,0,1,0,0
P63130,0,0,1,0,0
P87889,0,0,1,0,0
Q9HDB9,0,0,1,0,0
Q8NGY1,0,1,0,0,0
Q6UXZ4,0,1,0,0,0
Q9HCN3,1,0,0,0,0
Q9ULZ3,0,1,0,0,0
Q14108,0,1,0,0,0
P08572,0,0,1,0,0
Q7L014,1,0,0,0,0
P50993,1,0,0,0,1
Q7RTS5,0,0,0,0,1
O75900,1,0,0,0,0
P37173,0,1,0,0,0
Q8NH89,0,1,0,0,0
Q6P988,1,0,0,0,0
Q9Y227,1,0,0,0,0
Q14814,0,0,0,1,0
Q02080,0,0,0,1,0
Q02078,0,0,0,1,0
Q06413,0,0,0,1,0
P22760,1,0,0,0,0
Q6IA69,1,0,0,0,0
Q9UFB7,0,0,0,1,0
P19835,1,0,0,0,0
Q8N2A8,1,0,0,0,0
Q15165,1,0,0,0,0
Q9HC73,0,1,0,0,0
P62277,0,0,1,0,0
P00742,1,0,0,0,0
O60259,1,0,0,0,0
Q92482,0,0,0,0,1
P42785,1,0,0,0,0
Q8NGG4,0,1,0,0,0
P27635,0,0,1,0,0
Q96L21,0,0,1,0,0
Q9H089,1,0,0,0,0
Q9NT22,0,0,1,0,0
P35556,0,0,1,0,0
O75783,1,0,0,0,0
O14668,1,0,0,0,0
Q12879,0,1,0,0,1
P62917,0,0,1,0,0
P08708,0,0,1,0,0
Q9NQQ7,0,0,0,0,1
Q04756,1,0,0,0,0
Q9UI38,1,0,0,0,0
Q8NHB1,0,1,0,0,0
P18054,1,0,0,0,0
Q6XR72,0,0,0,0,1
O00501,0,0,1,0,0
P57764,0,0,0,0,1
Q9UHL4,1,0,0,0,0
O95238,0,0,0,1,0
P51511,1,0,0,0,0
Q9Y5Y6,1,0,0,0,0
P19544,0,0,0,1,0
Q8N4P3,1,0,0,0,0
Q96KW2,0,0,1,0,0
Q8NGV0,0,1,0,0,0
Q6ZT89,0,0,0,0,1
Q13443,1,0,0,0,0
P19087,1,1,0,0,0
Q8WZ75,0,1,0,0,0
A8MTJ3,1,0,0,0,0
P32297,0,1,0,0,1
P13224,0,1,0,0,0
O76083,1,0,0,0,0
O14830,1,0,0,0,0
P13765,0,1,0,0,0
A6NF34,0,1,0,0,0
Q8N2R0,0,0,0,1,0
Q5H9U9,1,0,0,0,0
A2RU54,0,0,0,1,0
Q12965,1,0,0,0,0
P98073,1,0,0,0,0
Q8TAX0,0,0,0,1,0
Q9Y487,0,0,0,0,1
Q8N4G2,1,0,0,0,0
Q14416,0,1,0,0,0
P0DKX0,0,0,0,1,0
A8MXY4,0,0,0,1,0
O95136,0,1,0,0,0
Q13488,0,0,0,0,1
A0A3B3IT45,0,1,0,0,0
P00751,1,0,0,0,0
Q9UMX9,0,0,0,0,1
Q8N143,0,0,0,1,0
O15156,0,0,0,1,0
O14841,1,0,0,0,0
Q53RT3,1,0,0,0,0
Q96BF3,0,1,0,0,0
O43193,0,1,0,0,0
Q9NSU2,1,0,0,0,0
Q96AA3,0,0,0,0,1
Q96S21,1,0,0,0,0
Q99653,0,0,0,0,1
O14966,1,0,0,0,0
Q86SQ3,0,1,0,0,0
Q86VW1,0,0,0,0,1
P08648,0,1,0,0,0
Q96SL1,0,0,0,0,1
P54750,1,0,0,0,0
Q9UP65,1,0,0,0,0
Q8NFR9,0,1,0,0,0
Q7RTT9,0,0,0,0,1
Q969Q4,1,0,0,0,0
P63252,0,0,0,0,1
Q7RTP0,0,0,0,0,1
Q9ULB1,0,1,0,0,0
Q969S8,1,0,0,0,0
Q03431,0,1,0,0,0
O94919,1,0,0,0,0
O95976,0,1,0,0,0
P21452,0,1,0,0,0
Q13607,0,1,0,0,0
P46092,0,1,0,0,0
Q9NY99,0,0,1,0,0
Q96NJ6,0,0,0,1,0
Q8WZ94,0,1,0,0,0
O60423,1,0,0,0,1
Q6NXT4,0,0,0,0,1
Q5SXM1,0,0,0,1,0
Q96LB9,1,1,0,0,0
O95865,1,0,0,0,0
Q14653,0,0,0,1,0
Q8NCW0,0,1,0,0,0
Q9HCG7,1,0,0,0,0
P11169,0,0,0,0,1
P62491,1,0,0,0,0
Q15907,1,0,0,0,0
Q6PRD1,0,1,0,0,0
Q9HAQ2,1,0,0,0,0
P98155,0,1,0,0,0
P16234,0,1,0,0,0
Q9ULE6,1,0,0,0,0
O95243,1,0,0,0,0
Q8NBP7,1,0,0,0,0
Q99217,0,0,1,0,0
Q99218,0,0,1,0,0
A6NH11,0,0,0,0,1
Q07020,0,0,1,0,0
P36222,0,0,1,0,0
Q8NGM9,0,1,0,0,0
Q8IXM3,0,0,1,0,0
Q6ZRI0,1,0,1,0,0
P38567,1,0,0,0,0
Q86XX4,0,0,1,0,0
B4DX44,0,0,0,1,0
Q16526,0,1,0,0,0
Q17RS7,1,0,0,0,0
Q99487,1,0,0,0,0
Q9H0D6,1,0,0,0,0
Q8IZH2,1,0,0,0,0
Q8WWR8,1,0,0,0,0
Q9NZ20,1,0,0,0,0
P28715,1,0,0,0,0
Q9BVJ7,1,0,0,0,0
P10253,1,0,0,0,0
Q5JWF2,1,0,0,0,0
Q9Y2P5,0,0,0,0,1
Q8N945,0,0,0,0,1
Q14728,0,0,0,0,1
Q92824,1,0,0,0,0
P26718,0,1,0,0,0
P24394,0,1,0,0,0
Q96EG1,1,0,0,0,0
Q6P5S7,1,0,0,0,0
P98160,0,0,1,0,0
Q9BZ11,1,0,0,0,0
A8MTI9,1,0,0,0,0
A6NFA1,1,0,0,0,0
Q9Y3P4,1,0,0,0,0
Q33E94,0,0,0,1,0
Q9UMQ3,0,0,0,1,0
Q8N4M1,0,0,0,0,1
Q6ZN32,0,0,0,1,0
Q9UHP7,0,1,0,0,0
Q8NGC1,0,1,0,0,0
Q8WWG9,0,0,0,0,1
A4D1S5,1,0,0,0,0
O43435,0,0,0,1,0
P24928,1,0,0,0,0
P07510,0,1,0,0,1
Q70Z53,1,0,0,0,0
P48050,0,0,0,0,1
P51522,0,0,0,1,0
Q96L91,1,0,0,0,0
Q96RD6,0,0,1,0,1
P15884,0,0,0,1,0
Q9UKN5,0,0,0,1,0
O95347,1,0,0,0,0
Q2M1K9,0,0,0,1,0
Q6P1N0,0,0,0,1,0
Q8N1L9,0,0,0,1,0
Q04671,0,0,0,0,1
Q9Y2V3,0,0,0,1,0
Q17RW2,0,0,1,0,0
Q9HDB5,0,1,0,0,0
Q6ZS10,0,1,0,0,0
Q3LHN0,0,0,1,0,0
Q4KMG0,0,1,0,0,0
